--------- beginning of system
I/Vold    (  150): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  150): cryptfs mountdefaultencrypted
D/AndroidRuntime(18140): CheckJNI is OFF
I/ActivityManager(  471): Displayed com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity: +832ms (total +897ms)
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/art     (17962): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/art     (17962): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/cr_LibraryLoader(18125): Using linker: org.chromium.base.library_loader.LegacyLinker
W/cr_media(17962): Requires BLUETOOTH permission
W/linker  (18125): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18125): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18125): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(18125): Time to load native libraries: 150 ms (timestamps 6459-6609)
I/chromium(18125): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18125): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
D/AndroidRuntime(18140): Calling main entry com.android.commands.am.Am
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1061): 831459077: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1061): Hotword upgrade key is null!
I/VISHotwordAdapter( 1061): #initialize, locale=en-US, keyPhrase=Ok Google
I/GsaVoiceInteractionSrv(  889): initializeAlwaysOnHotwordDetector locale en-US hotwordPhrase Ok Google
I/Trepn   (17891): Trepn 6.2s: Received intent: com.quicinc.trepn.start_profiling
I/ActivityManager(  471): Start proc 18179:com.android.chrome:sandboxed_process1/u0i35 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService1
I/art     (17962): Background sticky concurrent mark sweep GC freed 53363(3MB) AllocSpace objects, 18(288KB) LOS objects, 17% free, 14MB/17MB, paused 6.345ms total 121.449ms
I/art     (  210): Explicit concurrent mark sweep GC freed 701(30KB) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 166us total 63.038ms
W/dboxed_process1(18179): type=1400 audit(0.0:42): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(18179): Creating new ChildProcessService pid=18179
I/art     (  210): Explicit concurrent mark sweep GC freed 8(256B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 157us total 21.202ms
I/art     (  210): Explicit concurrent mark sweep GC freed 5(160B) AllocSpace objects, 0(0B) LOS objects, 39% free, 7MB/11MB, paused 148us total 13.420ms
I/cr_SnippetsLauncher(17962): Scheduling: 172800 172800
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/orc     ( 1173): 51-GetExperimentTokensOperationCall -- metadata{ service_id: 0 }
I/cr_LibraryLoader(18179): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18179): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18179): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18179): Loading chrome from within /data/app/com.android.chrome-2/base.apk
E/aght    ( 1173): Phenotype API error. Event a <
E/aght    ( 1173):   a: "LOCAL.com.google.android.agsa.QSB"
E/aght    ( 1173):   b: 0
E/aght    ( 1173):   e: ""
E/aght    ( 1173):   f: ""
E/aght    ( 1173):   g: 0
E/aght    ( 1173):   h: 0
E/aght    ( 1173):   i: ""
E/aght    ( 1173):   j: 1
E/aght    ( 1173): >
E/aght    ( 1173): e: # bjzl@f5130810
E/aght    ( 1173): , EventCode: 7 -- metadata{ service_id: 51 }
E/aght    ( 1173): aggm: 29505: No config packages for log source, or config package not registered
E/aght    ( 1173): 	at agif.b(:com.google.android.gms@12685011@12.6.85 (020406-197041431):4)
E/aght    ( 1173): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    ( 1173): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/aght    ( 1173): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    ( 1173): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/aght    ( 1173): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/aght    ( 1173): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/aght    ( 1173): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/aght    ( 1173): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/aght    ( 1173): 	at java.lang.Thread.run(Thread.java:818)
E/AsyncOperation( 1173): serviceID=51, operation=GetExperimentTokensOperationCall
E/AsyncOperation( 1173): OperationException[Status{statusCode=No config packages for log source, or config package not registered, resolution=null}]
E/AsyncOperation( 1173): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):53)
E/AsyncOperation( 1173): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/AsyncOperation( 1173): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/AsyncOperation( 1173): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/AsyncOperation( 1173): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/AsyncOperation( 1173): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/AsyncOperation( 1173): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/AsyncOperation( 1173): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/AsyncOperation( 1173): 	at java.lang.Thread.run(Thread.java:818)
I/cr_LibraryLoader(18179): Time to load native libraries: 207 ms (timestamps 7223-7430)
I/chromium(18179): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18179): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
I/ActivityManager(  471): Activity reported stop, but no longer stopping: ActivityRecord{d70e97 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t4255 f}
I/cr_BindingManager(17962): Moderate binding enabled: maxSize=20
I/art     (17962): Background partial concurrent mark sweep GC freed 48749(2MB) AllocSpace objects, 14(858KB) LOS objects, 39% free, 15MB/25MB, paused 1.339ms total 212.755ms
I/Icing   ( 1040): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
I/Icing   ( 1040): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
D/BluetoothAdapter( 1173): 1039998840: getState() :  mService = null. Returning STATE_OFF
I/BeaconBle( 1173): Using BLE 'L' hardware layer
W/Nearby  ( 1173): Bind call too late - someone already tried to get: interface bghz -- metadata{ service_id: 0 }
I/vgn     ( 1173): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1040): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1173): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Icing   ( 1040): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
W/FileUtils(17891): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.16_145545.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
I/Icing   ( 1040): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
E/PartnerBookmarksReader(17962): ATTENTION: not using partner bookmarks as none were provided
D/OpenGLRenderer(17891): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
I/dex2oat (18230): /system/bin/dex2oat --runtime-arg -classpath --runtime-arg  --instruction-set=arm --instruction-set-features=default --runtime-arg -Xrelocate --boot-image=/system/framework/boot.art --dex-file=/data/data/com.android.chrome/app_dex/webapk1.dex --oat-fd=189 --oat-location=/data/data/com.android.chrome/app_dex/arm/webapk1.dex --runtime-arg -Xms64m --runtime-arg -Xmx512m
I/Trepn   (17891): Trepn 6.2s: Trepn has Started Profiling.
D/AndroidRuntime(18140): Shutting down VM
I/OpenGLRenderer(17891): Initialized EGL, version 1.4
I/dex2oat (18230): dex2oat took 182.208ms (threads: 2) arena alloc=93KB java alloc=6KB native alloc=618KB free=17KB
D/OpenGLRenderer(17891): Enabling debug mode 0
D/TaskPersister(  471): removeObsoleteFile: deleting file=4255_task_thumbnail.png
D/AndroidRuntime(18241): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(18241): CheckJNI is OFF
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(18241): Calling main entry com.android.commands.am.Am
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  471): addAppToken: AppWindowToken{37ab95c1 token=Token{1c1ae6a8 ActivityRecord{2438decb u0 com.android.chrome/com.google.android.apps.chrome.Main t4258}}} to stack=1 task=4258 at 0
D/AndroidRuntime(18241): Shutting down VM
D/ConnectivityService(  471): releasing NetworkRequest NetworkRequest [ id=47, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524296
W/cr_Autocomplete(17962): stopping autocomplete.
D/ConnectivityService(  471): listenForNetwork for NetworkRequest [ id=48, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  471): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  471): apparently satisfied.  currentScore=100
D/ConnectivityManager.CallbackHandler(17962): CM callback handler got msg 524290
I/cr_InstantAppsHandler(17962): Not handling with Instant Apps because Chrome is not default or there's a specialized handler
I/ActivityManager(  471): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
W/InputMethodManagerService(  471): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@1289e2c0 attribute=null, token = android.os.BinderProxy@179a2ba5
I/ActivityManager(  471): Start proc 18253:com.android.chrome:sandboxed_process2/u0i36 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/dboxed_process2(18253): type=1400 audit(0.0:43): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(18253): Creating new ChildProcessService pid=18253
I/cr_LibraryLoader(18253): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (18253): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (18253): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(18253): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(18253): Time to load native libraries: 80 ms (timestamps 9864-9944)
I/chromium(18253): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(18253): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/orc     ( 1173): 121-GetLaunchDataOperation -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/cr_omaha(17962): Request to Server Successful. Timestamp for next request:1529157350437
I/cr_omaha(17962): Request to Server Successful. Timestamp for next request:1529157350494
I/cr_omaha(17962): Attempting to schedule next job for: Sat Jun 16 19:55:50 GMT+02:00 2018
I/cr_omaha(17962): Scheduled using AlarmManager and IntentService
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/chromium(18179): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
W/cr_ChildProcessConn(17962): onServiceDisconnected (crash or killed by oom): pid=18179
W/libprocessgroup(  471): failed to open /acct/uid_10035/pid_18179/cgroup.procs: No such file or directory
I/ActivityManager(  471): Process com.android.chrome:sandboxed_process1 (pid 18179) has died
W/ActivityManager(  471): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService1 in 1000ms
W/chromium(17962): [WARNING:compositor_view.cc(255)] Child process disconnected (type=6) pid=18179)
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/Icing   ( 1040): Scored 160 usage reports, missing_corpora 2 update_failed 25
W/cr_Autocomplete(17962): stopping autocomplete.
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
I/art     (  471): Explicit concurrent mark sweep GC freed 28095(1385KB) AllocSpace objects, 2(40KB) LOS objects, 33% free, 29MB/43MB, paused 16.461ms total 280.338ms
I/Icing   ( 1040): Indexing 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC from com.android.chrome
I/Icing   ( 1040): Indexing done 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC
I/art     ( 1040): Background partial concurrent mark sweep GC freed 300082(6MB) AllocSpace objects, 0(0B) LOS objects, 30% free, 35MB/51MB, paused 751us total 173.398ms
W/cr_Autocomplete(17962): stopping autocomplete.
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/cr_Autocomplete(17962): stopping autocomplete.
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/cr_Autocomplete(17962): stopping autocomplete.
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/cr_Autocomplete(17962): stopping autocomplete.
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
W/Wifi    ( 3495): Failed to read packet and byte counts from wifi interface
W/cr_Autocomplete(17962): stopping autocomplete.
D/audio_hw_primary(  204): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
I/vgn     ( 1040): 45-xlb -- metadata{ service_id: 0 }
E/System  (17962): Uncaught exception thrown by finalizer
E/System  (17962): java.lang.IllegalStateException: Warning: Router objects should be explicitly closed when no longer required otherwise you may leak handles.
E/System  (17962): 	at org.chromium.mojo.bindings.AutoCloseableRouter.finalize(AutoCloseableRouter.java:18)
