--------- beginning of system
I/Vold    (  153): Vold 2.1 (the revenge) firing up
D/VoldCmdListener(  153): cryptfs mountdefaultencrypted
W/dboxed_process0(26355): type=1400 audit(0.0:111): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(26355): Creating new ChildProcessService pid=26355
I/ActivityManager(  455): Displayed com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity: +452ms (total +3m12s805ms)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/cr_VariationsSeedFetch(26322): Fetched first run seed in 563 ms
I/cr_BrowserStartup(26322): Initializing chromium process, singleProcess=false
I/ActivityManager(  455): Start proc 26394:com.android.chrome:privileged_process0/u0a35 for service com.android.chrome/org.chromium.content.app.PrivilegedProcessService0
D/ConnectivityService(  455): listenForNetwork for NetworkRequest [ id=103, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  455): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  455): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(26322): CM callback handler got msg 524290
I/cr_ChildProcessService(26394): Creating new ChildProcessService pid=26394
D/ConnectivityService(  455): listenForNetwork for NetworkRequest [ id=104, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  455): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  455): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(26322): CM callback handler got msg 524290
I/cr_LibraryLoader(26394): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (26394): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (26394): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(26394): Loading chrome from within /data/app/com.android.chrome-2/base.apk
W/cr_KnoxSettingsProvider(26322): Permission to read device policy denied.
I/orc     ( 1014): 28-GetActiveNetworkQuality -- metadata{ service_id: 0 }
I/cr_SnippetsLauncher(26322): Scheduling: 172800 172800
I/cr_LibraryLoader(26394): Time to load native libraries: 124 ms (timestamps 5443-5567)
I/chromium(26394): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(26394): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
E/libEGL  (26394): validate_display:255 error 3008 (EGL_BAD_DISPLAY)
I/art     ( 1014): Background partial concurrent mark sweep GC freed 292654(7MB) AllocSpace objects, 15(520KB) LOS objects, 37% free, 26MB/42MB, paused 613us total 162.520ms
W/Herrevad( 1014): [109] wux.b: Invalid mccmnc 
W/VideoCapabilities(26394): Unsupported mime video/mpeg2
W/AudioCapabilities(26394): Unsupported mime audio/mpeg-L2
W/VideoCapabilities(26394): Unrecognized level 0 for video/x-vnd.on2.vp8
W/Herrevad( 1014): [109] wux.b: Invalid mccmnc 
I/VideoCapabilities(26394): Unsupported profile 4 for video/mp4v-es
W/cr_MediaCodecUtil(26394): HW encoder for video/avc is not available on this device.
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(26423): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(26423): CheckJNI is OFF
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(26423): Calling main entry com.android.commands.input.Input
I/Input   (26423): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5000197, downTime=5000197, deviceId=0, source=0x1002 }
I/Input   (26423): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=700.0, y[0]=1550.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5000197, downTime=5000197, deviceId=0, source=0x1002 }
D/AndroidRuntime(26423): Shutting down VM
D/audio_hw_primary(  208): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
I/cr_LibraryLoader(26355): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (26355): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (26355): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(26355): Loading chrome from within /data/app/com.android.chrome-2/base.apk
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/cr_LibraryLoader(26355): Time to load native libraries: 59 ms (timestamps 939-998)
I/chromium(26355): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(26355): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(26457): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(26457): CheckJNI is OFF
D/AndroidRuntime(26457): Calling main entry com.android.commands.input.Input
I/Input   (26457): injectMotionEvent: MotionEvent { action=ACTION_DOWN, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5005913, downTime=5005913, deviceId=0, source=0x1002 }
I/Input   (26457): injectMotionEvent: MotionEvent { action=ACTION_UP, id[0]=0, x[0]=372.0, y[0]=1530.0, toolType[0]=TOOL_TYPE_UNKNOWN, buttonState=0, metaState=0, flags=0x0, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=5005913, downTime=5005913, deviceId=0, source=0x1002 }
D/AndroidRuntime(26457): Shutting down VM
I/ActivityManager(  455): START u0 {act=android.intent.action.VIEW flg=0x10808000 cmp=com.android.chrome/com.google.android.apps.chrome.Main (has extras)} from uid 10035 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{2373f74f token=Token{1754bdae ActivityRecord{11c33629 u0 com.android.chrome/com.google.android.apps.chrome.Main t5097}}} to stack=1 task=5097 at 0
D/audio_hw_primary(  208): out_set_parameters: enter: usecase(0: playback) kvpairs: routing=2 out->devices(2) adev->mode(0)
D/ConnectivityService(  455): releasing NetworkRequest NetworkRequest [ id=104, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(26322): CM callback handler got msg 524296
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
D/ConnectivityService(  455): listenForNetwork for NetworkRequest [ id=105, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  455): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 100]
D/ConnectivityService(  455): apparently satisfied.  currentScore=60
D/ConnectivityManager.CallbackHandler(26322): CM callback handler got msg 524290
I/cr_InstantAppsHandler(26322): Not handling with Instant Apps (other)
I/chromium(26355): [INFO:child_process_service_impl.cc(70)] ChildProcessServiceImpl: Exiting child process.
I/ActivityManager(  455): START u0 {act=android.intent.action.VIEW flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
V/WindowManager(  455): addAppToken: AppWindowToken{3b18147 token=Token{117ad486 ActivityRecord{bda8161 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity t5098}}} to stack=1 task=5098 at 0
V/WindowManager(  455): Based on layer: Adding window Window{2e47670c u0 Starting com.android.chrome} at 4 of 17
W/libprocessgroup(  455): failed to open /acct/uid_10035/pid_26355/cgroup.procs: No such file or directory
I/ActivityManager(  455): Process com.android.chrome:sandboxed_process0 (pid 26355) has died
W/ActivityManager(  455): Scheduling restart of crashed service com.android.chrome/org.chromium.content.app.SandboxedProcessService0 in 1000ms
W/cr_ChildProcessConn(26322): onServiceDisconnected (crash or killed by oom): pid=26355
I/PBSessionCacheImpl( 1033): Deleted sessionId[15545895703289] from persistence.
I/MicroDetector( 1033): Keeping mic open: false
I/DeviceStateChecker( 1033): DeviceStateChecker cancelled
I/AudioController( 1033): internalShutdown
I/MicrophoneInputStream( 1033): mic_close com.google.android.apps.gsa.speech.audio.af@14ebe32d
I/MicroRecognitionRunner( 1033): Stopping hotword detection.
I/SoundTriggerHwService::Module(  208): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
I/MicroRecognitionRunner( 1033): Detection finished
W/cr_ChildProcLH(26322): Create a new ChildConnectionAllocator with package name = com.android.chrome, sandboxed = true
W/cr_tabmodel(26322): Starting to perform legacy migration.
W/cr_tabmodel(26322): Finished performing legacy migration.
W/cr_tabmodel(26322): Starting to perform multi-instance migration.
W/cr_tabmodel(26322): Finished performing multi-instance migration.
W/cr_tabmodel(26322): Starting to fetch tab list.
E/cr_tabmodel(26322): State file does not exist.
I/art     (  455): Explicit concurrent mark sweep GC freed 116470(5MB) AllocSpace objects, 27(3MB) LOS objects, 33% free, 26MB/40MB, paused 973us total 153.882ms
V/WindowManager(  455): Adding window Window{25f74a37 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity} at 4 of 18 (before Window{2e47670c u0 Starting com.android.chrome})
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
I/ActivityManager(  455): Start proc 26481:com.android.chrome:sandboxed_process0/u0i104 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService0
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl( 1033): getWorker() is called after WorkerRegistry disposal.
V/WindowManager(  455): Adding window Window{367560c5 u0 SurfaceView} at 4 of 19 (before Window{25f74a37 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity})
W/dboxed_process0(26481): type=1400 audit(0.0:112): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(26481): Creating new ChildProcessService pid=26481
D/AndroidRuntime(26479): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(26479): CheckJNI is OFF
I/vgn     (  855): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  855): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/Places  (  855): ?: PlacesBleScanner stop()
I/BeaconBle(  855): Scan canceled successfully.
I/PlaceInferenceEngine(  855): [anon] Changed inference mode: 0
I/GeofencerStateMachine(  855): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
I/ActivityManager(  455): Displayed com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity: +696ms (total +784ms)
W/Wifi    ( 3556): Failed to read packet and byte counts from wifi interface
I/art     (26322): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/art     (26322): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
W/cr_media(26322): Requires BLUETOOTH permission
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter( 1033): 982648545: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings( 1033): Hotword upgrade key is null!
I/VISHotwordAdapter( 1033): #initialize, locale=en-US, keyPhrase=Ok Google
I/GsaVoiceInteractionSrv(  799): initializeAlwaysOnHotwordDetector locale en-US hotwordPhrase Ok Google
I/cr_LibraryLoader(26481): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (26481): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (26481): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
