--------- beginning of crash
F/libc    (29974): Fatal signal 11 (SIGSEGV), code 1, fault addr 0x7f859072f4 in tid 29985 (Binder_2)
W/dboxed_process0(13518): type=1400 audit(0.0:920): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(13518): Creating new ChildProcessService pid=13518
D/AndroidRuntime(13515): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13515): CheckJNI is OFF
I/MemoryTrimmer(15005): Trimming objects from memory, since app is in the background.
I/MicroDetector(15005): Keeping mic open: false
I/MicroRecognitionRunner(15005): Stopping hotword detection.
I/DeviceStateChecker(15005): DeviceStateChecker cancelled
I/AudioController(15005): internalShutdown
I/MicrophoneInputStream(15005): mic_close com.google.android.apps.gsa.speech.audio.af@94d3c1a
I/SoundTriggerHwService::Module(  205): void android::SoundTriggerHwService::Module::onCallbackEvent(const android::sp<android::SoundTriggerHwService::CallbackEvent>&) mClient == 0
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
E/WorkerRegistryImpl(15005): getWorker() is called after WorkerRegistry disposal.
I/MicroRecognitionRunner(15005): Detection finished
V/WindowManager(  451): Adding window Window{182b216e u0 SurfaceView} at 4 of 19 (before Window{32074bb3 u0 com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity})
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/ActivityManager(  451): Displayed com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity: +916ms (total +1s18ms)
I/art     (13297): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/art     (13297): Rejecting re-init on previously-failed class java.lang.Class<org.chromium.content.browser.FloatingActionModeCallback>
I/cr_LibraryLoader(13518): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (13518): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (13518): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
W/cr_media(13297): Requires BLUETOOTH permission
I/cr_LibraryLoader(13518): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(13518): Time to load native libraries: 146 ms (timestamps 7976-8122)
I/chromium(13518): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(13518): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
D/AndroidRuntime(13515): Calling main entry com.android.commands.am.Am
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
D/BluetoothAdapter(15005): 282265226: getState() :  mService = null. Returning STATE_OFF
I/VoiceSearchSettings(15005): Hotword upgrade key is null!
I/VISHotwordAdapter(15005): #initialize, locale=en-US, keyPhrase=Ok Google
I/GsaVoiceInteractionSrv(  795): initializeAlwaysOnHotwordDetector locale en-US hotwordPhrase Ok Google
I/ActivityManager(  451): Start proc 13579:com.android.chrome:sandboxed_process1/u0i780 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService1
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/art     (13297): Background sticky concurrent mark sweep GC freed 60096(3MB) AllocSpace objects, 19(304KB) LOS objects, 18% free, 14MB/17MB, paused 53.976ms total 200.374ms
W/dboxed_process1(13579): type=1400 audit(0.0:921): avc: denied { search } for name="tmp" dev="dm-0" ino=49 scontext=u:r:isolated_app:s0 tcontext=u:object_r:shell_data_file:s0 tclass=dir permissive=0
I/cr_ChildProcessService(13579): Creating new ChildProcessService pid=13579
I/cr_SnippetsLauncher(13297): Scheduling: 172800 172800
I/cr_LibraryLoader(13579): Using linker: org.chromium.base.library_loader.LegacyLinker
W/linker  (13579): libchromium_android_linker.so: unused DT entry: type 0x6ffffffe arg 0xce8
W/linker  (13579): libchromium_android_linker.so: unused DT entry: type 0x6fffffff arg 0x3
I/cr_LibraryLoader(13579): Loading chrome from within /data/app/com.android.chrome-2/base.apk
I/cr_LibraryLoader(13579): Time to load native libraries: 143 ms (timestamps 9024-9167)
I/chromium(13579): [INFO:library_loader_hooks.cc(136)] Chromium logging enabled: level = 0, default verbosity = 0
I/cr_LibraryLoader(13579): Expected native library version number "61.0.3163.98", actual native library version number "61.0.3163.98"
W/art     (13297): Suspending all threads took: 6.032ms
I/art     (13297): Background partial concurrent mark sweep GC freed 49710(2MB) AllocSpace objects, 14(855KB) LOS objects, 40% free, 15MB/25MB, paused 6.667ms total 225.892ms
I/ActivityManager(  451): Activity reported stop, but no longer stopping: ActivityRecord{14ae1b95 u0 com.android.chrome/org.chromium.chrome.browser.firstrun.FirstRunActivity t3853 f}
I/cr_BindingManager(13297): Moderate binding enabled: maxSize=20
I/orc     (  965): 51-GetExperimentTokensOperationCall -- metadata{ service_id: 0 }
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
E/WifiStateMachine(  451): WifiStateMachine CMD_START_SCAN source -2 txSuccessRate=140.91 rxSuccessRate=144.78 targetRoamBSSID=any RSSI=-58
E/aght    (  965): Phenotype API error. Event a <
E/aght    (  965):   a: "LOCAL.com.google.android.agsa.QSB"
E/aght    (  965):   b: 0
E/aght    (  965):   e: ""
E/aght    (  965):   f: ""
E/aght    (  965):   g: 0
E/aght    (  965):   h: 0
E/aght    (  965):   i: ""
E/aght    (  965):   j: 3
E/aght    (  965): >
E/aght    (  965): e: # bjzl@f5130810
E/aght    (  965): , EventCode: 7 -- metadata{ service_id: 51 }
E/aght    (  965): aggm: 29505: No config packages for log source, or config package not registered
E/aght    (  965): 	at agif.b(:com.google.android.gms@12685011@12.6.85 (020406-197041431):4)
E/aght    (  965): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    (  965): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/aght    (  965): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/aght    (  965): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/aght    (  965): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/aght    (  965): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/aght    (  965): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/aght    (  965): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/aght    (  965): 	at java.lang.Thread.run(Thread.java:818)
E/AsyncOperation(  965): serviceID=51, operation=GetExperimentTokensOperationCall
E/AsyncOperation(  965): OperationException[Status{statusCode=No config packages for log source, or config package not registered, resolution=null}]
E/AsyncOperation(  965): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):53)
E/AsyncOperation(  965): 	at aght.a(:com.google.android.gms@12685011@12.6.85 (020406-197041431):108)
E/AsyncOperation(  965): 	at ord.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):40)
E/AsyncOperation(  965): 	at azvp.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):2)
E/AsyncOperation(  965): 	at ovl.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431):27)
E/AsyncOperation(  965): 	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1112)
E/AsyncOperation(  965): 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:587)
E/AsyncOperation(  965): 	at pbm.run(:com.google.android.gms@12685011@12.6.85 (020406-197041431))
E/AsyncOperation(  965): 	at java.lang.Thread.run(Thread.java:818)
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
W/ctxmgr  (  965): [WorkManager]Long workInfo: pkg=com.google.android.gms, lbl=ListenerInvokerRunner, start=2018-06-14 19:28:01.963+0200, stop=2018-06-14 19:28:03.094+0200, durtn=1131ms
I/Icing   (  987): IndexChimeraService.getServiceInterface callingPackage=com.android.chrome componentName=null serviceId=36
W/Nearby  (  965): Bind call too late - someone already tried to get: interface bghz -- metadata{ service_id: 0 }
I/vgn     (  965): 67-RequestPlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  965): 67-RemovePlaceUpdates -- metadata{ service_id: 0 }
I/vgn     (  965): 19-GetFileDescriptorAndDelete -- metadata{ service_id: 0 }
I/Trepn   (13245): Trepn 6.2s: Received intent: com.quicinc.trepn.start_profiling
I/Icing   (  987): Usage reports ok 0, Failed Usage reports 0, indexed 0, rejected 0, imm upload false
I/Icing   (  987): Removing corpus key 94FBE96EEF13B8AC56FE8C01687FD8A6012559AC for package com.android.chrome
I/Places  (  965): ?: PlacesBleScanner stop()
I/BeaconBle(  965): Scan canceled successfully.
I/PlaceInferenceEngine(  965): [anon] Changed inference mode: 0
E/PartnerBookmarksReader(13297): ATTENTION: not using partner bookmarks as none were provided
I/GeofencerStateMachine(  965): removeGeofences: removeRequest=RemoveGeofencingRequest[REMOVE_BY_PENDING_INTENT pendingIntent=PendingIntent[creatorPackage=com.google.android.gms], packageName=null]
W/FileUtils(13245): Failed to chmod(/storage/emulated/0/trepn/Trepn_2018.06.14_192803.db): android.system.ErrnoException: chmod failed: EPERM (Operation not permitted)
D/TaskPersister(  451): removeObsoleteFile: deleting file=3853_task_thumbnail.png
D/OpenGLRenderer(13245): Use EGL_SWAP_BEHAVIOR_PRESERVED: true
I/art     (  965): Background partial concurrent mark sweep GC freed 194987(8MB) AllocSpace objects, 16(1468KB) LOS objects, 33% free, 31MB/47MB, paused 926us total 267.159ms
I/Choreographer(  902): Skipped 211 frames!  The application may be doing too much work on its main thread.
I/dex2oat (13625): /system/bin/dex2oat --runtime-arg -classpath --runtime-arg  --instruction-set=arm --instruction-set-features=default --runtime-arg -Xrelocate --boot-image=/system/framework/boot.art --dex-file=/data/data/com.android.chrome/app_dex/webapk1.dex --oat-fd=186 --oat-location=/data/data/com.android.chrome/app_dex/arm/webapk1.dex --runtime-arg -Xms64m --runtime-arg -Xmx512m
I/Trepn   (13245): Trepn 6.2s: Trepn has Started Profiling.
D/AndroidRuntime(13515): Shutting down VM
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
I/OpenGLRenderer(13245): Initialized EGL, version 1.4
D/OpenGLRenderer(13245): Enabling debug mode 0
I/dex2oat (13625): dex2oat took 578.411ms (threads: 2) arena alloc=48KB java alloc=6KB native alloc=618KB free=17KB
I/ActivityManager(  451): Process .esfm (pid 4184) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.estrongs.android.pop/com.estrongs.android.scanner.service.FileMonitorService in 1000ms
I/ActivityManager(  451): Process android.process.media (pid 4232) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.android.providers.media/.MtpService in 10992ms
I/ActivityManager(  451): Process com.opera.browser:background_services (pid 31275) has died
W/ActivityManager(  451): Scheduling restart of crashed service com.opera.browser/com.opera.android.analytics.AnalyticsService in 20991ms
I/Choreographer(13245): Skipped 35 frames!  The application may be doing too much work on its main thread.
D/AndroidRuntime(13648): >>>>>> START com.android.internal.os.RuntimeInit uid 2000 <<<<<<
D/AndroidRuntime(13648): CheckJNI is OFF
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
E/tegra_memtrack_hal(  451): failed to read header for pid 451: Operation not permitted
W/Wifi    ( 3458): Failed to read packet and byte counts from wifi interface
D/AndroidRuntime(13648): Calling main entry com.android.commands.am.Am
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x10000000 cmp=com.android.chrome/com.google.android.apps.chrome.Main} from uid 2000 on display 0
V/WindowManager(  451): addAppToken: AppWindowToken{3a70198e token=Token{2dc51589 ActivityRecord{23fee890 u0 com.android.chrome/com.google.android.apps.chrome.Main t3856}}} to stack=1 task=3856 at 0
D/AndroidRuntime(13648): Shutting down VM
D/ConnectivityService(  451): releasing NetworkRequest NetworkRequest [ id=726, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524296
W/cr_Autocomplete(13297): stopping autocomplete.
D/ConnectivityService(  451): listenForNetwork for NetworkRequest [ id=727, legacyType=-1, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED] ]
D/ConnectivityService(  451): handleRegisterNetworkRequest checking NetworkAgentInfo [WIFI () - 126]
D/ConnectivityService(  451): apparently satisfied.  currentScore=60
I/cr_InstantAppsHandler(13297): Not handling with Instant Apps because Chrome is not default or there's a specialized handler
I/ActivityManager(  451): START u0 {act=android.intent.action.VIEW dat=localhost:8000 flg=0x14002000 cmp=com.android.chrome/org.chromium.chrome.browser.ChromeTabbedActivity (has extras)} from uid 10035 on display 0
D/ConnectivityManager.CallbackHandler(13297): CM callback handler got msg 524290
W/InputMethodManagerService(  451): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@3f8cecc1 attribute=null, token = android.os.BinderProxy@a30d522
I/ActivityManager(  451): Start proc 13666:com.android.chrome:sandboxed_process2/u0i781 for service com.android.chrome/org.chromium.content.app.SandboxedProcessService2
I/art     (  211): Background concurrent mark sweep GC freed 777(32KB) AllocSpace objects, 0(0B) LOS objects, 40% free, 7MB/11MB, paused 10.792ms total 20.288ms
I/ActivityManager(  451): Start proc 13674:.esfm/u0a89 for service com.estrongs.android.pop/com.estrongs.android.scanner.service.FileMonitorService
